tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
382,0.0066,-0.3171,51.4372,50.9380,0.0000,0,0.0000
383,0.0046,-0.1543,51.9120,51.4140,0.5019,0,0.0000
384,0.0046,-0.1543,51.9120,51.4140,0.0000,0,0.0000
385,0.0027,-0.1528,52.3901,51.8921,0.4781,0,0.0000
386,0.0027,-0.1528,52.3901,51.8921,0.0000,0,0.0000
387,0.0009,-0.2606,52.8712,52.3723,0.4930,0,0.0000
388,0.0009,-0.2606,52.8712,52.3723,0.0000,0,0.0000
389,-0.0005,-0.4306,53.3544,52.8546,0.5122,0,0.0000
390,-0.0005,-0.4306,53.3544,52.8546,0.0000,0,0.0000
391,-0.0016,-0.6241,53.8391,53.3391,0.5219,0,0.0241
392,-0.0016,-0.6241,53.8391,53.3391,0.0000,0,0.0241
