tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m,inside_hull,cargo_contact,cargo_contact_previous_three,slip_eligible,push_active,cargo_history_complete
16958,1789626301163000,-0.079063416,-0.598999143,-1.756530762,0.033343621,1,-70.526077271,0.977353573,20.915708542,0,285.166666667,0.000000000,0.000000000,1,0,0,1,0,1
16959,1789626301180000,-0.084060669,-0.598999441,-1.723562241,0.033345103,1,-70.516128540,0.977358818,20.547731400,0,285.183333333,0.000000000,0.000000000,1,0,0,1,0,1
16960,1789626301197000,-0.089042664,-0.598999739,-1.690593719,0.033342820,1,-70.505859375,0.977363825,20.179468155,0,285.200000000,0.000000000,0.000000000,1,0,0,1,0,1
16961,1789626301213000,-0.094024658,-0.598999739,-1.657625198,0.033342820,1,-70.495285034,0.977368593,19.810918808,0,285.216666667,0.000000000,0.000000000,1,0,0,1,0,1
16962,1789626301230000,-0.098999023,-0.599000156,-1.624656677,0.033341680,1,-70.484413147,0.977373242,19.442081451,0,285.233333333,0.000000000,0.000000000,1,0,0,1,0,1
16963,1789626301247000,-0.103942871,-0.599000335,-1.591684341,0.033340916,1,-70.473243713,0.977377772,19.072957993,0,285.250000000,0.000000000,0.000000000,1,0,0,1,0,1
16964,1789626301264000,-0.108894348,-0.599000692,-1.558712006,0.033342045,1,-70.461784363,0.977382064,18.703548431,0,285.266666667,0.000000000,0.000000000,1,0,0,1,0,1
16965,1789626301280000,-0.113838196,-0.599000931,-1.525741577,0.033339027,1,-70.450035095,0.977386117,18.333854675,0,285.283333333,0.000000000,0.000000000,1,0,0,1,0,1
16966,1789626301296000,-0.118759155,-0.599000871,-1.492767334,0.033339415,1,-70.438011169,0.977389991,17.963874817,0,285.300000000,0.000000000,0.000000000,1,0,0,1,0,1
16967,1789626301314000,-0.123657227,-0.599001288,-1.459793091,0.033336043,1,-70.425704956,0.977393746,17.593610764,0,285.316666667,0.000000000,0.000000000,1,0,0,1,0,1
16968,1789626301329000,-0.128562927,-0.599001348,-1.426816940,0.033339053,1,-70.413124084,0.977397323,17.223060608,0,285.333333333,0.000000000,0.000000000,1,0,0,1,0,1
16969,1789626301346000,-0.133445740,-0.599001408,-1.393840790,0.033335693,1,-70.400276184,0.977400780,16.852226257,0,285.350000000,0.000000000,0.000000000,1,0,0,1,0,1
16970,1789626301363000,-0.138320923,-0.599001646,-1.360864639,0.033334576,1,-70.387153625,0.977404058,16.481107712,0,285.366666667,0.000000000,0.000000000,1,0,0,1,0,1
